V T I Ite Ipat eIpat
 4.50000000000000E+0000  1.25000000000000E+0002  0.00000000000000E+0000
 4.50000000000000E+0000  1.30000000000000E+0002  0.00000000000000E+0000
 4.50000000000000E+0000  1.35000000000000E+0002  0.00000000000000E+0000
 4.50000000000000E+0000  1.40000000000000E+0002  0.00000000000000E+0000
 4.50000000000000E+0000  1.45000000000000E+0002  0.00000000000000E+0000
 4.50000000000000E+0000  1.50000000000000E+0002  0.00000000000000E+0000
 4.50000000000000E+0000  1.55000000000000E+0002  0.00000000000000E+0000
 4.50000000000000E+0000  1.60000000000000E+0002  9.99999999999890E-0003
 4.50000000000000E+0000  1.65000000000000E+0002  9.99999999999890E-0003
 4.50000000000000E+0000  1.70000000000000E+0002  9.99999999999890E-0003
 4.50000000000000E+0000  1.75000000000000E+0002  1.99999999999978E-0002
 4.50000000000000E+0000  1.80000000000000E+0002  5.00000000000056E-0002
 4.50000000000000E+0000  1.85000000000000E+0002  8.00000000000023E-0002
 4.50000000000000E+0000  1.90000000000000E+0002  1.09999999999999E-0001
 4.50000000000000E+0000  1.95000000000000E+0002  1.70000000000003E-0001
 4.50000000000000E+0000  2.00000000000000E+0002  2.50000000000006E-0001
 4.50000000000000E+0000  2.05000000000000E+0002  3.59999999999994E-0001
 4.50000000000000E+0000  2.10000000000000E+0002  4.90000000000002E-0001
 4.50000000000000E+0000  2.15000000000000E+0002  6.70000000000004E-0001
 4.50000000000000E+0000  2.20000000000000E+0002  8.90000000000002E-0001
 4.50000000000000E+0000  2.25000000000000E+0002  1.15000000000000E+0000
 4.50000000000000E+0000  2.30000000000000E+0002  1.45999999999999E+0000
 4.50000000000000E+0000  2.35000000000000E+0002  1.81000000000000E+0000
 4.50000000000000E+0000  2.40000000000000E+0002  2.16999999999999E+0000
 4.50000000000000E+0000  2.45000000000000E+0002  2.54000000000001E+0000
 4.50000000000000E+0000  2.50000000000000E+0002  2.86000000000000E+0000
 4.50000000000000E+0000  2.55000000000000E+0002  3.13000000000000E+0000
 4.50000000000000E+0000  2.60000000000000E+0002  3.29000000000000E+0000
 4.50000000000000E+0000  2.65000000000000E+0002  3.30000000000000E+0000
 4.50000000000000E+0000  2.70000000000000E+0002  3.17000000000001E+0000
 4.50000000000000E+0000  2.75000000000000E+0002  2.87999999999999E+0000
 4.50000000000000E+0000  2.80000000000000E+0002  2.43000000000000E+0000
 4.50000000000000E+0000  2.85000000000000E+0002  1.89000000000000E+0000
 4.50000000000000E+0000  2.90000000000000E+0002  1.28000000000000E+0000
 4.50000000000000E+0000  2.95000000000000E+0002  6.59999999999999E-0001
 4.50000000000000E+0000  3.00000000000000E+0002  6.99999999999978E-0002
 4.50000000000000E+0000  3.05000000000000E+0002 -4.50000000000000E-0001
 4.50000000000000E+0000  3.10000000000000E+0002 -8.90000000000002E-0001
 4.50000000000000E+0000  3.15000000000000E+0002 -1.23000000000000E+0000
 4.50000000000000E+0000  3.20000000000000E+0002 -1.48000000000000E+0000
 4.50000000000000E+0000  3.25000000000000E+0002 -1.65000000000000E+0000
 4.50000000000000E+0000  3.30000000000000E+0002 -1.74000000000000E+0000
 4.40000000000000E+0000  1.25000000000000E+0002  0.00000000000000E+0000
 4.40000000000000E+0000  1.30000000000000E+0002  0.00000000000000E+0000
 4.40000000000000E+0000  1.35000000000000E+0002  0.00000000000000E+0000
 4.40000000000000E+0000  1.40000000000000E+0002  0.00000000000000E+0000
 4.40000000000000E+0000  1.45000000000000E+0002  0.00000000000000E+0000
 4.40000000000000E+0000  1.50000000000000E+0002  0.00000000000000E+0000
 4.40000000000000E+0000  1.55000000000000E+0002  0.00000000000000E+0000
 4.40000000000000E+0000  1.60000000000000E+0002  9.99999999999890E-0003
 4.40000000000000E+0000  1.65000000000000E+0002  9.99999999999890E-0003
 4.40000000000000E+0000  1.70000000000000E+0002  9.99999999999890E-0003
 4.40000000000000E+0000  1.75000000000000E+0002  2.99999999999967E-0002
 4.40000000000000E+0000  1.80000000000000E+0002  3.00000000000078E-0002
 4.40000000000000E+0000  1.85000000000000E+0002  7.00000000000034E-0002
 4.40000000000000E+0000  1.90000000000000E+0002  9.00000000000012E-0002
 4.40000000000000E+0000  1.95000000000000E+0002  1.50000000000006E-0001
 4.40000000000000E+0000  2.00000000000000E+0002  2.19999999999998E-0001
 4.40000000000000E+0000  2.05000000000000E+0002  3.20000000000009E-0001
 4.40000000000000E+0000  2.10000000000000E+0002  4.40000000000007E-0001
 4.40000000000000E+0000  2.15000000000000E+0002  6.00000000000001E-0001
 4.40000000000000E+0000  2.20000000000000E+0002  8.10000000000000E-0001
 4.40000000000000E+0000  2.25000000000000E+0002  1.05999999999999E+0000
 4.40000000000000E+0000  2.30000000000000E+0002  1.35000000000000E+0000
 4.40000000000000E+0000  2.35000000000000E+0002  1.67999999999999E+0000
 4.40000000000000E+0000  2.40000000000000E+0002  2.04000000000000E+0000
 4.40000000000000E+0000  2.45000000000000E+0002  2.40000000000000E+0000
 4.40000000000000E+0000  2.50000000000000E+0002  2.74000000000000E+0000
 4.40000000000000E+0000  2.55000000000000E+0002  3.03000000000000E+0000
 4.40000000000000E+0000  2.60000000000000E+0002  3.21000000000000E+0000
 4.40000000000000E+0000  2.65000000000000E+0002  3.27000000000000E+0000
 4.40000000000000E+0000  2.70000000000000E+0002  3.17000000000000E+0000
 4.40000000000000E+0000  2.75000000000000E+0002  2.91000000000000E+0000
 4.40000000000000E+0000  2.80000000000000E+0002  2.50000000000000E+0000
 4.40000000000000E+0000  2.85000000000000E+0002  1.97000000000001E+0000
 4.40000000000000E+0000  2.90000000000000E+0002  1.36999999999999E+0000
 4.40000000000000E+0000  2.95000000000000E+0002  7.60000000000000E-0001
 4.40000000000000E+0000  3.00000000000000E+0002  1.59999999999999E-0001
 4.40000000000000E+0000  3.05000000000000E+0002 -3.70000000000004E-0001
 4.40000000000000E+0000  3.10000000000000E+0002 -8.29999999999997E-0001
 4.40000000000000E+0000  3.15000000000000E+0002 -1.18000000000000E+0000
 4.40000000000000E+0000  3.20000000000000E+0002 -1.45000000000000E+0000
 4.40000000000000E+0000  3.25000000000000E+0002 -1.63000000000000E+0000
